file,gt,pred,score,correct
0211e14.jpg,disgust,disgust,0.5371548533439636,True
0211f09.jpg,fear,fear,0.4266335964202881,True
0211f10.jpg,fear,sad,0.2965233027935028,False
0211f11.jpg,fear,fear,0.36272555589675903,True
0211g07.jpg,surprise,surprise,0.31604844331741333,True
0221b01.jpg,happy,happy,0.893151581287384,True
0221b04.jpg,happy,happy,0.8690589666366577,True
0221b05.jpg,happy,happy,0.7781074047088623,True
0221c01.jpg,sad,sad,0.4063633680343628,True
0221c05.jpg,sad,sad,0.40065616369247437,True
0221c08.jpg,sad,sad,0.4326206147670746,True
0221d03.jpg,angry,angry,0.5640463829040527,True
0221d10.jpg,angry,angry,0.5098122358322144,True
0221d15.jpg,angry,angry,0.6304606795310974,True
0221e01.jpg,disgust,disgust,0.5928009152412415,True
0221e03.jpg,disgust,disgust,0.5346377491950989,True
0221e12.jpg,disgust,disgust,0.3829176723957062,True
0221f15.jpg,fear,neutral,0.37363797426223755,False
0221f16.jpg,fear,neutral,0.2959606349468231,False
0221f18.jpg,fear,neutral,0.33144161105155945,False
0221g07.jpg,surprise,surprise,0.722771406173706,True
0221g08.jpg,surprise,surprise,0.7537225484848022,True
0221g09.jpg,surprise,surprise,0.7610840201377869,True
0231b02.jpg,happy,happy,0.7634259462356567,True
0231b04.jpg,happy,happy,0.4985646903514862,True
0231b05.jpg,happy,happy,0.7603979706764221,True
0231c01.jpg,sad,sad,0.8646702766418457,True
0231c09.jpg,sad,sad,0.6640906929969788,True
0231c17.jpg,sad,sad,0.6872597336769104,True
0231d09.jpg,angry,neutral,0.41235512495040894,False
0231d17.jpg,angry,angry,0.41978663206100464,True
0231d18.jpg,angry,angry,0.30270376801490784,True
0231e15.jpg,disgust,disgust,0.3218476474285126,True
0231e16.jpg,disgust,disgust,0.2864186763763428,True
0231e19.jpg,disgust,disgust,0.3450535535812378,True
0231f02.jpg,fear,fear,0.3123246729373932,True
0231f07.jpg,fear,disgust,0.40678635239601135,False
0231f13.jpg,fear,angry,0.317527711391449,False
0231g02.jpg,surprise,surprise,0.7633219957351685,True
0231g03.jpg,surprise,surprise,0.7915830016136169,True
0231g04.jpg,surprise,surprise,0.7884132862091064,True
0301a01.jpg,neutral,neutral,0.353861540555954,True
0301a02.jpg,neutral,neutral,0.3618956506252289,True
0301a04.jpg,neutral,neutral,0.41860976815223694,True
0311b03.jpg,happy,happy,0.5788390040397644,True
0311b05.jpg,happy,happy,0.48824700713157654,True
0311b09.jpg,happy,happy,0.5190802216529846,True
0311c01.jpg,sad,neutral,0.32867881655693054,False
0311c03.jpg,sad,neutral,0.3103618919849396,False
0311c11.jpg,sad,neutral,0.5190578699111938,False
0311d11.jpg,angry,angry,0.5746279954910278,True
0311d12.jpg,angry,angry,0.594496488571167,True
0311d13.jpg,angry,angry,0.6185746192932129,True
0311e11.jpg,disgust,disgust,0.2854788899421692,True
0311e12.jpg,disgust,disgust,0.3544226288795471,True
0311e13.jpg,disgust,disgust,0.24810366332530975,True
0311f02.jpg,fear,neutral,0.32451969385147095,False
0311f09.jpg,fear,neutral,0.4923265278339386,False
0311f12.jpg,fear,neutral,0.3437180519104004,False
0311g04.jpg,surprise,surprise,0.45645561814308167,True
0311g05.jpg,surprise,surprise,0.3703968822956085,True
